Formation,Source,Fe,S,Co,Cu,Zn,As,Se,Mo,Ag,Sb,Pb,Stoichiometry,Unnamed: 14,Sum,Prediction,Probability_A,Probability_B,Probability_C,Probability_D,Probability_E,Probability_F,Probability_G,Probability_H
Lucan,B,440400,519700,7.9,242.0,81.0,810.0,3.16765,0.132665,2.08,4.2,361.0,998173.5196850001,,961611.4803149999,C,0.03183357692760396,0.3244047115800087,0.4454737642700312,0.001520011444160888,0.027446354300189216,0.12979777103156376,0.006525134762227449,0.03299867568421484
Lucan,B,440400,519700,12.3,580.0,22.585,578.0,8.2,0.59,7.1,8.09,758.0,997659.135,,962074.865,B,0.0022301639965356178,0.5846522328857824,0.31336522171736836,0.0009601964224639452,0.049113288379786825,0.03688243424154149,0.0007773644973752417,0.012019097859146162
Lucan,B,440400,519700,107.0,3060.0,280.0,233.0,65.6,176.0,24.1,26.7,970.0,994570.6,,965042.4,B,0.00016758982546027674,0.9427659152223232,0.0007187544953246136,0.0014030265649913345,0.0017424267605118304,0.04925096290163829,0.0024237768179496875,0.0015275474118007844
Lucan,B,440400,519700,291.0,2336.0,164.0,368.0,184.0,133.0,29.6,28.4,700.0,995258.0,,964334.0,B,0.0003862167815589933,0.9053483308257171,1.6242165656958086e-05,0.0012693361727166605,0.002027239087341118,0.07042962559744656,0.012009888332297653,0.008513121037264915
Lucan,B,440400,519700,23.0,8.458,80.0,1200.0,23.0,62.0,0.87,8.4,240.0,997954.272,,961745.728,C,0.07724119901331777,0.21670779772852117,0.41796906301749287,0.0015711073931481397,0.02299363524941126,0.22662469460143542,0.012433661990495523,0.02445884100617787
Lucan,B,440400,519700,58.8,2840.0,256.0,191.0,45.3,95.6,9.73,21.0,351.0,995651.57,,963968.43,B,0.010255505317156523,0.7388883660014138,0.010956857727238485,0.002477681612457331,0.00035473241066715313,0.20147448796270692,0.02639294016864995,0.009199428799709817
Lucan,B,440400,519700,76.4,2350.0,251.0,164.0,41.0,72.0,8.0,16.1,325.0,996294.5,,963403.5,B,0.014635929789757926,0.7134272316402799,0.02267653934330754,0.002424943253773866,0.000712976218921711,0.2052167657321894,0.027555971218039366,0.013349642803730164
Lucan,B,440400,519700,32.1,523.0,294.0,418.0,20.4,57.1,9.4,20.4,870.0,997401.6,,962344.4,B,0.0014145819913412283,0.6294471554480249,0.27640985235116844,0.0008179755612065838,0.0496629367310023,0.03712032898311089,0.0008636796793971881,0.00426348925474866
Lucan,B,440400,519700,85.5,1730.0,154.0,514.0,107.0,194.0,34.5,53.8,492.0,996208.2,,963464.8,B,0.0022757022023352606,0.8242233661036023,6.495610760780111e-06,0.0008350985008549547,0.0026612101886792855,0.10913612165224094,0.05734228866804593,0.0035197170734806616
Lucan,B,440400,519700,11.0,197.0,10.536,22.4,27.9,16.8,0.12163,1.41,13.1,999462.7323700001,,960400.2676299999,C,0.2181776624845425,0.15416887006910335,0.26509944739444435,0.001557743197373465,0.007233600576206649,0.24193906916462976,0.08591723324181642,0.025906373871883426
Lucan,B,440400,519700,15.8,480.0,36.016,29.0,43.0,44.0,0.42595500000000003,2.2,17.4,999034.158045,,960767.841955,F,0.2088025950492103,0.19258015737614534,0.21057411666794534,0.0016667911509632657,0.004481895338334795,0.26518659028505837,0.09792212837231064,0.018785725760031954
Lucan,B,440400,519700,144.1,1946.0,252.0,417.0,117.0,227.0,31.2,55.5,420.0,995964.2,,963709.8,B,0.003315579632844898,0.7525612030082954,9.431633796329618e-06,0.0009061514423011188,0.001000700599114779,0.15636361051298914,0.08344944954444528,0.002393873626213034
Lucan,B,440400,519700,148.0,2970.0,293.0,335.0,235.0,290.0,41.0,67.0,570.0,994541.0,,965049.0,B,0.0008945183735187998,0.7752438030786347,2.6364467380121805e-07,0.0008915432619813543,0.0003538125935755909,0.11862308628524827,0.10306016597841383,0.0009328067839535615
Lucan,B,440400,519700,51.5,989.0,315.0,158.0,70.1,103.0,20.1,34.5,268.0,997572.8,,962109.2,B,0.019065983203749134,0.7232898114160158,0.0006894455054161048,0.0010382780881690282,0.00356807788371906,0.15349866834198667,0.08978787783155141,0.009061857729392766
Lucan,B,440400,519700,57.5,536.0,187.0,166.0,18.8,56.9,4.45,5.5,257.0,998367.85,,961389.15,B,0.05783131272000386,0.4768522730996157,0.1743352083070935,0.0017974938038359148,0.00969068061801079,0.22264349099067154,0.03988198242791084,0.016967558032857724
Lucan,B,440400,519700,11.1,2260.0,11.337,28.5,147.0,43.2,0.79,6.1,17.4,997095.573,,962625.427,B,0.1436098398787927,0.37490081202203934,0.06347204163550771,0.002920595231521237,0.00039350763744770093,0.29181510299708385,0.10166064729904871,0.021227453298558897
Lucan,B,440400,519700,23.6,1460.0,19.9385,36.0,116.0,68.0,0.23128,4.17,8.49,997904.5702200001,,961836.4297799999,F,0.18957059598254994,0.26663028174491143,0.10923649988641022,0.002237201478689655,0.001035564607723944,0.30199762184061085,0.11446354409754461,0.014828690361559281
Lucan,B,440400,519700,64.0,660.0,179.0,129.0,49.0,20.1,12.9,21.7,158.0,998362.3,,961393.7,B,0.048464777680084295,0.6299630520247781,0.006709327512132111,0.0014566968476062278,0.006008971886414377,0.1899790075381098,0.08309873147092413,0.03431943503995092
Lucan,B,440400,519700,86.0,3090.0,179.0,198.0,105.0,156.0,38.7,51.9,358.0,995267.4,,964362.6,B,0.0019312375223972365,0.7072396357482115,4.771244133418524e-07,0.0013337199114835166,0.0002880072905580653,0.13398005224353596,0.14719672375631684,0.008030146403083416
Waulsortian,C,449100,523800,233.0,350.0,149.0,77.0,2.28895,1.2,0.158975,7.3,159.0,998736.052075,,973878.947925,C,0.04374742642804419,0.08415577936917339,0.4760345656577038,0.0015449917966806196,0.0016696544604104097,0.13595708305295362,0.0690695812645258,0.1878209179705083
Waulsortian,C,449100,523800,314.0,137.0,89.0,63.0,2.27895,43.5,0.158325,5.41,166.0,998828.652725,,973720.347275,C,0.043090657192717846,0.06951919277938923,0.47167597091192603,0.0015844821916608572,0.0020045643468077183,0.17644748686752865,0.08349262235363855,0.15218502335633102
Waulsortian,C,449100,523800,79.0,510.0,820.0,82.0,1.44355,1.41,0.100345,5.86,181.0,997973.186105,,974580.813895,C,0.047040834344862295,0.12773720915019135,0.5313271452618944,0.001313976406956723,0.0010151746932677778,0.09770577601059593,0.08815779992870909,0.10570208420352246
Waulsortian,C,449100,523800,88.0,139.0,295.0,119.0,0.86165,15.4,0.10855,7.3,175.0,998874.3298,,973739.6702,C,0.06005971150556471,0.11489103039184068,0.5589412036482593,0.0011357905822626977,0.002312511037633467,0.09779362138859299,0.06859069302866931,0.09627543841717695
Waulsortian,C,449100,523800,138.0,21.6,13.1,3.9,1.05425,0.3,0.132875,0.79,22.7,999481.422875,,973101.577125,C,0.10321531239851092,0.09302447894812654,0.3979663134032263,0.0011877877799814705,0.0019046443056477999,0.12282038958212821,0.1254369939336424,0.1544440796487364
Waulsortian,C,449100,523800,6.0,60.3,42.0,67.5,1.7467,83.9,0.22036999999999998,7.57,35.4,999395.36293,,973204.63707,C,0.14283899464430813,0.1388194558883344,0.42524423974552905,0.0008459896823773499,0.001478100186555953,0.1147464724891263,0.14198944347561246,0.03403730388815645
Waulsortian,C,449100,523800,69.0,55.2,5.79,12.5,1.53925,7.0,0.22146999999999997,2.36,75.0,999507.3892799999,,973128.6107200001,C,0.09773050138992356,0.12507685188007478,0.46535740537283254,0.001072858118897165,0.0023174860780562105,0.10038102509261303,0.09899803039475578,0.10906584167284693
Waulsortian,C,449100,523800,169.0,195.0,490.0,356.0,7.2,11.0,0.52,38.7,241.0,998229.58,,974408.42,C,0.0414422598218687,0.03895762409429115,0.6050033902585951,0.001277116631519299,0.0020327277907460336,0.1365016064217595,0.04305158184197028,0.13173369313924987
Waulsortian,C,449100,523800,1470.0,1100.0,360.0,303.0,19.3,26.0,0.16183499999999998,19.8,395.0,995529.738165,,976593.261835,H,0.0001483266961828491,0.0003713769861941254,0.006765945768323989,0.0030243292096372625,8.782453737388101e-05,0.3559144284711135,0.006697007273424453,0.62699076105775
Waulsortian,C,449100,523800,19.1,96.0,66.0,230.0,26.0,6.6,0.23631999999999997,21.6,122.0,999125.4636799999,,973487.5363200001,C,0.10181745941452149,0.08977459933957688,0.5346678840424791,0.0010378848403398348,0.0026041629508194667,0.10154580905869333,0.06893690683129597,0.09961529352227391
Waulsortian,C,449100,523800,4.4,31.6,490.0,5.92,4.9,6.1,0.09525499999999999,2.46,9.08,999224.4447450001,,973454.5552549999,C,0.13158970796490646,0.10879981697920867,0.4153805759996105,0.0009437597060154167,0.0013440428907218877,0.09523544168292088,0.16033581748617387,0.08637083729044238
Waulsortian,C,449100,523800,29.3,113.0,58.0,202.0,20.1,18.0,0.29,18.1,102.0,999130.21,,973460.79,C,0.10624259065917842,0.09962678657229232,0.5102580639669738,0.0010454946503970148,0.0022788635632172097,0.1077592941478791,0.08127394575941627,0.09151496068064578
Waulsortian,C,449100,523800,161.0,87.0,8.4645,89.0,11.8,1.64,0.19125,4.88,22.8,999270.22425,,973286.77575,C,0.100842232203533,0.08139211753544934,0.3819407911294268,0.001279090611379989,0.00174024061795872,0.13681966293767425,0.1214977904036964,0.17448807456088153
Waulsortian,C,449100,523800,178.0,0.54575,10.9,1.9,1.4366,0.0404425,0.130975,0.7972,16.9,999498.3490325001,,973110.6509674999,C,0.09894324439550903,0.08020267567223599,0.37793797787432226,0.0012505139072941827,0.0018582370340452508,0.13417646431665278,0.13062766359465203,0.1750032232052884
Waulsortian,C,449100,523800,27.4,520.0,74.0,2.93,1.85885,0.55,0.169545,1.0342,47.5,999004.557405,,973575.442595,C,0.09709180307672208,0.17382199000353118,0.4082151772027368,0.0011950655469473972,0.0011045035362669353,0.09954039557325746,0.10963588401337047,0.10939518104716763
Waulsortian,C,449100,523800,660.0,65.0,21.0,1.7,1.5849,1.43,0.14464000000000002,0.88485,12.3,998993.9556100001,,973664.0443899999,H,0.026914357365801927,0.011943689668257007,0.09523332354570942,0.0019859007623485095,0.0008190786061397633,0.2747008688895118,0.12101608946725911,0.4673866916949725
Waulsortian,C,449100,523800,75.0,88.0,395.0,5.5,1.8008,0.050855000000000004,0.164415,2.12,75.0,999072.3639299999,,973542.6360700001,C,0.08951278304742494,0.1081534824276099,0.4626792184154823,0.0011092711302328943,0.0016826982450804395,0.10161754521790786,0.1204397639300693,0.11480523758619232
Waulsortian,C,449100,523800,14.0,63.0,8.118,70.0,2.55945,0.91,0.23378000000000002,1.43655,41.9,999528.8422200001,,973102.1577799999,C,0.11724700037000275,0.14040646480496907,0.4394117929122575,0.0009929542153210092,0.0021797459810504196,0.09094937293443273,0.1044226426191385,0.10439002616282807
Waulsortian,C,449100,523800,109.0,116.0,103.0,242.0,7.316,2.67,0.66865,29.2,625.0,998482.14535,,974134.85465,C,0.0067362226238871364,0.09748496806105106,0.7786540622201947,0.0009162632076420061,0.011353159321749429,0.0416787630107065,0.003849240819835718,0.059327320734933645
Waulsortian,C,449100,523800,10.4,90.0,23.3,112.0,2.8,1.13,0.10676,14.0,301.0,999232.26324,,973454.73676,C,0.04340793619974592,0.13975291575952578,0.6469508735675257,0.0009635291693457365,0.005110748996564397,0.06339871530835949,0.026971423288713568,0.07344385771021933
Waulsortian,C,449100,523800,7.6,123.0,18.3,212.0,1.0988,1.61,0.12545,29.5,580.0,998780.76575,,973873.23425,C,0.011907574720368647,0.1253044839853308,0.7585292258165016,0.0008612887626275574,0.01178772383013772,0.03953873791465465,0.004782827138657291,0.0472881378317217
Waulsortian,C,449100,523800,123.0,335.0,136.0,398.0,14.9,45.9,0.14554,15.1,458.0,998168.95446,,974426.04554,C,0.013649867563634949,0.13427975202703832,0.71794473469744,0.0010530601407120123,0.004391600555849996,0.06456052283528274,0.010852243105550016,0.053268219074491835
Waulsortian,C,449100,523800,36.5,335.0,114.0,527.0,22.9,70.8,0.150835,14.5,156.0,998441.149165,,974176.850835,C,0.07920660411478761,0.14785667567816213,0.5383393152579131,0.0010923644749268545,0.0017817642525009881,0.11550409371395848,0.06082605338160468,0.055393129126146065
Waulsortian,C,449100,523800,30.0,106.0,205.0,302.0,3.2,3.3,0.11928499999999999,11.5,135.0,998958.880715,,973696.119285,C,0.07973333361790323,0.11472744116227064,0.5375612955232796,0.00106329428791893,0.002522725394247602,0.09280952867117558,0.06316106909569129,0.1084213122475132
Waulsortian,C,449100,523800,0.69,24.7,36.0,107.0,1.49315,1.46,0.1456,4.64,48.6,999532.27125,,973124.72875,C,0.1205663202949919,0.12984774770648327,0.45811191127710477,0.0009625421933534937,0.002317386226262089,0.09011097272337945,0.09879455240846231,0.0992885671699628
Waulsortian,C,449100,523800,2.3,29.3,49.3,111.0,1.5607,2.06,0.15227000000000002,5.37,65.4,999469.5570299999,,973166.4429700001,C,0.11329374393910983,0.13030563309830734,0.4733982855336647,0.0009697154629613331,0.002420830762020161,0.08923892599788759,0.09248309351462011,0.097889771691429
Waulsortian,C,449100,523800,24.0,64.0,54.0,162.0,3.3,3.7,0.22471999999999998,11.8,164.0,999263.9752799999,,973387.0247200001,C,0.07619731041509908,0.12356474018695704,0.5592521347195198,0.0010168620095368952,0.0032266336545884525,0.08537129352628804,0.05640161952308898,0.09496940596492158
Waulsortian,C,449100,523800,14.1,167.0,29.7,60.5,1.3655,1.03,0.159715,1.64,44.3,999396.2047850001,,973219.7952149999,C,0.11253030942656492,0.1462908138605332,0.4371161092157181,0.001031796152941507,0.0018650865349805611,0.0926145408272139,0.1043159752933998,0.10423536868864795
Waulsortian,C,449100,523800,3.38,13.7,1.31185,0.16899999999999998,0.20784499999999997,0.0100665,0.094145,0.051,25.9,999716.3760935,,972944.8239065,C,0.12821524683838872,0.13671710891624392,0.43215380669052456,0.0009451193861497194,0.0021787851188106,0.0880499151907533,0.11449431857010255,0.09724569928902656
Waulsortian,C,449100,523800,11.4,102.0,1.76945,0.11407,0.307055,0.017399500000000002,0.7,0.025117,156.0,999466.6669084999,,973172.3330915001,C,0.07206320915770631,0.18733804212904193,0.5101132427362972,0.0009827806409096625,0.003174713827633588,0.07197348489459691,0.0657182850741634,0.08863624153965097
Waulsortian,C,449100,523800,0.71,42.1,2.5165,0.07616,0.82,0.0184635,0.182,0.0176155,72.0,999641.559261,,973018.440739,C,0.10818534156929731,0.15224969611391154,0.46732492157539385,0.0009558664389036376,0.0025180044679840832,0.08164938552884765,0.0946141425173647,0.09250264178829729
Waulsortian,C,449100,523800,201.0,1500.0,30.9505,21.0,3.0183,1.07,0.411735,3.3,124.0,997705.249465,,974784.750535,C,0.035672893859483266,0.22298195379955862,0.30567518409363886,0.0022539688659807674,0.00034630283257238337,0.15392545495559712,0.07849120698132936,0.20065303461183953
Waulsortian,C,449100,523800,82.0,470.0,186.0,8.7,0.7714,0.71,0.095415,1.95,214.0,998700.773185,,973864.226815,C,0.042743832259349315,0.16741601355436614,0.54688952943847,0.001244758971935498,0.0018812402228531306,0.0834765854958174,0.052671808705165635,0.10367623135204282
Waulsortian,C,449100,523800,24.2,90.0,19.4015,9.0,2.43865,1.03,0.38871500000000003,0.62,45.0,999529.9211350001,,973092.0788649999,C,0.11291310077513143,0.14564363329483065,0.43141231040563827,0.0010141212280701218,0.0020778746953355677,0.09201106188707849,0.11039851263218287,0.10452938508173269
Waulsortian,C,449100,523800,36.0,120.0,56.0,14.7,2.6486,1.46,0.379855,1.38,61.0,999455.431545,,973193.568455,C,0.10405078005932203,0.14320204786119958,0.44416734967196453,0.0010478201537225875,0.0020464943943617063,0.09356290693023586,0.10551319218599259,0.1064094087432011
Waulsortian,C,449100,523800,100.0,69.0,18.6135,29.4,5.3,49.104,0.347005,1.23,132.0,999303.005495,,973304.994505,C,0.07882587977133734,0.14484889936733536,0.5031899241321901,0.0010756974816675128,0.0023950363779440603,0.10853873379027382,0.09256475023691078,0.06856107884234112
Waulsortian,C,449100,523800,78.0,144.0,19.0,23.9,0.71705,2.3,0.10989000000000002,1.59,110.0,999361.38306,,973279.61694,C,0.07948564005252363,0.13302846627604228,0.4915273437916608,0.0011277889945226396,0.0023348704206829413,0.09586267247281,0.08161110482989772,0.11502211316185992
Waulsortian,C,449100,523800,88.0,152.0,49.0,47.9,7.6,2.8,0.35505,1.07,153.0,999108.27495,,973401.72505,C,0.06311855282251086,0.14315388907794058,0.5139694034612413,0.0011522091338514314,0.002654214443767392,0.09099919292574106,0.0684281005601424,0.11652443757480509
Waulsortian,C,449100,523800,10.5,62.2,22.0,10.0,0.38914,0.25,0.0536,0.8,21.3,999615.50726,,973027.49274,C,0.12726836920163345,0.1331127933249191,0.42664727979111633,0.0009755601665415381,0.0019578313196966187,0.09195469978282718,0.1172418930348283,0.10084157337843748
Waulsortian,C,449100,523800,127.0,172.0,135.0,92.0,1.05,1.09,0.16809000000000002,3.93,166.0,998997.76191,,973598.23809,C,0.05449756574950961,0.11573158124658248,0.5301709266930028,0.0012310220280795253,0.0024485388024815366,0.09996669787134249,0.06345816585856878,0.13249550175043284
Waulsortian,C,449100,523800,39.2,107.0,2.14385,41.5,4.2,0.77,0.042042,2.08,87.0,999451.064108,,973183.935892,C,0.09565557927305667,0.13569258820381436,0.48156159316158126,0.0010504676222432565,0.0023680903050223873,0.09064173363852153,0.08683069826312467,0.10619924953263589
Waulsortian,C,449100,523800,0.0396595,3.1,0.8784,10.2,0.23104,0.0103585,0.0420465,0.0021980999999999997,11.9,999734.4746974001,,972926.4037025999,C,0.1352997849683196,0.13294368239288779,0.42241177516240214,0.0009343781965829723,0.0020979697473148986,0.0890397191836721,0.11959813070736923,0.09767455964145141
Waulsortian,C,449100,523800,75.0,9.8,0.8784,4.14,0.83465,0.047673,0.130685,0.008030500000000001,11.59,999601.4489615,,973002.4294385,C,0.11976777707532293,0.11142170948271744,0.4056368147925813,0.0010646010233564597,0.001969391928169742,0.1067700117793988,0.12633246202027912,0.12703723189817412
Waulsortian,C,449100,523800,19.5,1.97,0.8784,1.48,1.24,0.011217,0.044604000000000005,0.171165,35.1645,999705.4185139999,,972960.459886,C,0.12223426820224756,0.13029857529151534,0.44171790516383763,0.0009682469037681464,0.0022684271593085585,0.0901007997094098,0.11087617412367791,0.10153560344623515
Waulsortian,C,449100,523800,6.9,2.6,0.8784,3.02,0.60155,0.0187445,0.07486,0.28775500000000004,58.915,999696.5820905,,972973.2963094999,C,0.11448078022807844,0.14007028370869706,0.46290080775452463,0.0009513229377097978,0.002510593638099728,0.08442407560402022,0.09954740371984704,0.09511473240902299
Waulsortian,C,449100,523800,164.0,117.0,0.8784,27.4,0.451525,0.142,0.060025,0.0037527999999999997,72.0,999336.9426972,,973281.9357027999,C,0.07827906286242302,0.10051962722132123,0.43356182933019277,0.0012893673944324197,0.0020173064178750817,0.12158217783903297,0.09896278750652049,0.1637878414282022
Waulsortian,C,449100,523800,118.0,89.0,0.8784,50.0,2.45,6.2,0.05255,0.025,140.0,999294.27245,,973306.60595,C,0.0652798469224018,0.12432337277422291,0.5150015679039425,0.0011698889028248249,0.002740265720410516,0.09824329440214456,0.07050533163177053,0.12273643174228237
Waulsortian,C,449100,523800,31.3,64.0,0.8784,28.6,3.88,1.13,0.0403345,0.00219345,62.6,999508.44747205,,973092.43092795,C,0.10601098952692235,0.1372522303883297,0.46034866567060195,0.0010184334271569496,0.0023055410043919425,0.0902929981766545,0.09786774044729218,0.10490340135865046
Waulsortian,C,449100,523800,72.9,152.0,0.8784,28.5,2.86,3.1,0.033335000000000004,0.0017385999999999999,26.4,999336.2049264,,973186.6734736,C,0.10948749650258417,0.12404294915714151,0.41255506734053715,0.0011270742463880652,0.001711090635864336,0.10834842532037756,0.1175200475996449,0.12520784919746233
Waulsortian,C,449100,523800,31.6,52.0,0.8784,10.4,2.4,0.25,0.0485275,0.0025906999999999996,76.0,999578.2988818,,973073.5795181999,C,0.10150100543967044,0.13887466122646963,0.4730613642726369,0.0010113163417265537,0.0024648548939752,0.08757429330023804,0.09299607360548875,0.10251643091979462
Waulsortian,C,449100,523800,22.2,110.1,0.8784,52.2,3.2,0.97,0.21346500000000002,0.0056505,66.1,999485.0108844999,,973155.8675155,C,0.10388642333829744,0.15097952386106042,0.45478462899293315,0.0010217985980538727,0.002241246793783064,0.08822254974816361,0.09511986122192202,0.10374396744578637
Waulsortian,C,449100,523800,8.6,8.2,0.8784,8.62,4.43,0.07,0.06739500000000001,0.0031774,7.4,999730.6094275999,,972938.2689724001,C,0.13670697010592378,0.12929518283313662,0.4154604244380104,0.0009485345739191053,0.0020415275878257907,0.09117430541485745,0.12358060160190995,0.10079245344441688
Waulsortian,C,449100,523800,54.0,182.0,0.8784,101.0,4.1,7.8,0.06967999999999999,0.00376785,122.0,999238.02655215,,973371.85184785,C,0.07705983006023662,0.15481209349601927,0.49958999159838263,0.0010975196753563435,0.002397612776292033,0.08921119345395412,0.07246922113994404,0.10336253779981491
Waulsortian,C,449100,523800,112.0,325.0,334.0,113.0,2.0,27.0,0.078735,8.5,239.0,998565.421265,,974060.578735,C,0.04131160462241354,0.1263526021622419,0.5959435483049474,0.0012161871251500625,0.0020356702003732755,0.09744152305689986,0.053085211311294817,0.08261365321667909
Waulsortian,C,449100,523800,134.0,229.0,3.2717,89.3,2.9,10.0,0.22,5.87,205.0,999044.4383,,973579.5617,C,0.046726165636589385,0.1252790748494437,0.5586472487731549,0.0012379359051817146,0.0027482705905825053,0.0980802732815626,0.04978724798387671,0.11749378297960843
Waulsortian,C,449100,523800,6.1,117.0,19.1235,47.4,4.564,109.0,0.6137,5.1,70.3,999341.7988,,973279.2012,C,0.12605817567307825,0.17838962321168825,0.422144942454452,0.0008173519971742833,0.0014602905779324549,0.11091232319106302,0.13730947384935482,0.022907819045256763
Waulsortian,C,449100,523800,2.06,12.2,2.0398,3.4,4.6,11.3,0.066355,1.28,5.4,999766.6538450001,,972942.3461549999,C,0.14357274608535922,0.13012282714964699,0.41509065555848934,0.0009218904791832831,0.0019348094248140442,0.09345429512595123,0.12952427543239875,0.08537850074415719
Waulsortian,C,449100,523800,52.0,156.0,3.12265,101.0,6.2,5.0,0.074295,6.17,29.9,999392.5330549999,,973259.4669450001,C,0.11840914166306422,0.11447195608669279,0.42861601746405714,0.001093316968693368,0.001748749402050712,0.10899205745276462,0.10973704729712093,0.11693171366555621
Waulsortian,C,449100,523800,40.3,67.0,35.0,131.0,0.8757,0.8,0.11081500000000001,5.21,90.0,999409.7034850001,,973270.2965149999,C,0.09525979404749148,0.12489194235194072,0.49071589387338543,0.0010466274072843795,0.00250114063998374,0.09333071984716583,0.08117110250463154,0.11108277932811673
Waulsortian,C,449100,523800,71.1,93.0,29.8,85.0,1.47465,1.44,0.165885,3.01,91.4,999359.609465,,973276.390535,C,0.08784209835578369,0.12488220201737238,0.4799223354662944,0.00110627932166751,0.002368085974595596,0.09833139268499695,0.08539639614998021,0.12015121002930917
Waulsortian,C,449100,523800,0.68,40.1,3.5,22.4,1.84,0.84,0.069345,3.7,80.0,999660.870655,,973053.129345,C,0.10950123868990991,0.13817119221698412,0.48431922442727465,0.0009586660509844087,0.0025806330835830287,0.08393810043763511,0.08943520204902244,0.09109574304460635
Waulsortian,C,449100,523800,9.1,154.0,39.0,509.0,15.0,3.9,0.13080999999999998,14.3,345.0,998748.56919,,973989.43081,C,0.0310003604979402,0.14879284065573933,0.6613853443205326,0.000957662281247966,0.005666323261185152,0.056260637281171734,0.014710165606181937,0.08122666609600121
Waulsortian,C,449100,523800,0.115015,17.1,1.395,304.0,6.0,1.99,0.078475,3.43,51.0,999443.89151,,973285.10849,C,0.11720409029029534,0.13580281651265566,0.462123218937537,0.0009740090618313172,0.002562227215298634,0.08858869390993442,0.08269678460877865,0.11004815946366898
Waulsortian,C,449100,523800,29.5,79.0,25.1,111.0,0.82865,0.52,0.08848500000000001,10.2,184.0,999333.7628649999,,973340.2371350001,C,0.06855510037945846,0.12754034904749184,0.5734493081233971,0.001022119484602763,0.0034416379410436805,0.08088457717181247,0.05081888843688581,0.09428801941530782
Waulsortian,C,449100,523800,3.26,17.8,10.1,17.5,3.3,0.26,0.078695,0.89,20.0,999725.811305,,972973.188695,C,0.13252145844497618,0.13205997532539754,0.4282127903896797,0.000946239331624674,0.0021124419313850577,0.08937826575570908,0.11691486443016548,0.09785396439106238
Waulsortian,C,449100,523800,61.6,123.0,330.0,155.0,9.3,32.8,0.07310499999999999,9.31,264.0,998782.916895,,973885.083105,C,0.04552822349770627,0.12957029904406625,0.6317794352498911,0.0010334362958356869,0.003042615446268217,0.08142218581726737,0.04599231134146255,0.061631493307502436
Waulsortian,C,449100,523800,20.9,39.0,11.0,81.0,3.4,2.4,0.068445,4.0,99.0,999557.231555,,973160.768445,C,0.09800573640017883,0.13409451994650287,0.5010516932835265,0.0009943347883365136,0.0027444001075025456,0.08599777682468236,0.08000056902493152,0.097110969624339
Waulsortian,C,449100,523800,61.0,76.0,24.0,2.9,2.72565,0.18959,0.42071000000000003,0.26975,56.0,999526.4943,,973123.5057,C,0.10246449352045146,0.1354231851759955,0.4352995175696452,0.0010746094865385872,0.0021599870190616532,0.09768908408008686,0.10836502097813758,0.11752410217008308
Waulsortian,C,449100,523800,161.0,620.0,520.0,111.0,1.7,9.8,0.088095,8.8,251.0,998042.6119049999,,974583.3880950001,C,0.02948011400282977,0.12035821100975151,0.5696488615263712,0.0014828638610284342,0.0012488672938616783,0.10671419040541036,0.052195724491336935,0.11887116740941005
Waulsortian,C,449100,523800,51.0,66.3,4.16175,7.0,1.016,0.17,0.0978,1.3,40.6,999646.35445,,973071.64555,C,0.11316840183875171,0.12411254564229145,0.4384518329722618,0.0010451785025419936,0.0020755661817331017,0.09805524783249168,0.11019848320143469,0.1128927438284936
Waulsortian,C,449100,523800,53.5,80.0,95.0,58.1,0.97575,1.14,0.086475,2.71,111.0,999369.487775,,973302.512225,C,0.08424079118364172,0.12928348871370884,0.5036394218817518,0.0010650504882452887,0.002487393239875576,0.09057030318346138,0.08147070298008846,0.1072428483292268
Waulsortian,C,449100,523800,145.0,152.0,52.0,36.1,1.19705,11.8,0.11963,3.69,131.0,999228.0933200001,,973432.9066799999,C,0.06610998306509974,0.10949246007570244,0.501485466278098,0.00124717315109785,0.002238610162004274,0.11342522082772741,0.07989817303261346,0.12610291340765686
Waulsortian,C,449100,523800,95.0,19.6,3.17865,0.293,0.87355,0.035981,0.11363499999999999,0.10324000000000001,22.1,999594.7019440001,,973041.2980559999,C,0.11191974671951595,0.10715269340037047,0.4114947432387581,0.0011042620160690892,0.0019920681188517896,0.11009956917924972,0.12262103001519954,0.13361588731198534
Waulsortian,C,449100,523800,17.8,97.0,2.1286,2.4,1.9,0.14,0.08867,0.54,65.0,999577.00273,,973086.99727,C,0.10728793054831003,0.14475097563879752,0.46066037291356526,0.0010038070979486026,0.0022404286274640183,0.08729543134767603,0.09767857190585841,0.0990824819203801
Waulsortian,C,449100,523800,98.0,33.2,6.638,65.3,1.59215,0.56,0.16328,3.34,66.0,999523.20657,,973174.79343,C,0.09582174533743511,0.10689724886975704,0.4562771122154107,0.0011254628346208998,0.0023254076042036904,0.10735024619730271,0.09715504737682326,0.13304772956444666
Waulsortian,C,449100,523800,107.0,63.0,3.03615,79.7,1.7,0.6,0.091645,2.69,44.7,999458.4822049999,,973202.5177950001,C,0.10050135233335901,0.10340101893910861,0.431886113949534,0.0011567326605129778,0.0020534383546725256,0.11361390562107483,0.10537037446382286,0.14201706367791508
Waulsortian,C,449100,523800,32.0,69.4,2.18995,75.2,0.5848,0.93,0.066,3.3,78.7,999534.62925,,973162.37075,C,0.10136572313513975,0.13173701070900878,0.479759747170108,0.0010249792124330886,0.0024413209986595846,0.09097692461513576,0.0872342987855311,0.10545999537398393
